original_text,augmented_text,similarity
Punjab Election Modi और Kejriwal पर तंज कसते हुए Priyanka Gandhi ने कहा पगड़ी पहनने से कोई नहीं बन जाता सरदार,"चुनाव मोदी और केज्रीवाल की सराहना करते हुए, प्रियंका गांधी ने कहा कि किसी भी व्यक्ति को टोपी पहनकर सरदार नहीं बनता।",0.99778426
CM चन्नी और सिद्धू ने पंजाब को तमाशा बना दिया,CM चन्नी और सिद्दू ने पंजाब को गडबड बना दिया।,0.99896395
आतंकवादी रोड पर खड़ा होकर मुफ्त शिक्षा मुफ्त स्वास्थ्य सुविधा रोजगार के अवसर x बिजली साफ पानी बेहतर खेती सबको सुरक्षा इन मुद्दों के लिए वोट नही मांगता,"आतंकवाद के रास्ते पर खड़े रहते हुए, निःशुल्क शिक्षा, निःशुल्क स्वास्थ्य देखभाल, रोजगार के अवसर, बिजली, स्वच्छ जल, बेहतर कृषि, इन मुद्दों पर कोई मत नहीं मांगता।",0.99688023
या तो पंजाब का CM बनूँगा या स्वतंत्र देश खालिस्तान का पहला PM केजरीवाल कुमार विश्वास का खुलासा,या पंजाब के CM या खिलाफत के स्वतंत्र देश के प्रथम प्रधानमंत्री के रूप में खोलेन कुमार के विश्वास को प्रकट करने के लिए,0.9975338
के अनुसार पाकिस्तान हमारे देश भारत से अच्छा है। पाकिस्तान के लोग पंजाबी लोगो से ज्यादा अच्छे हैं।,"पाकिस्तान के अनुसार, हमारा देश भारत से बेहतर है। पाकिस्तान की जनता पंजाब से बेहतर है।",0.999124
has been a blessing for the right reasons सारे नंगे एक ही जगह मिल गये,सही कारणों के लिए एक आशीर्वाद था सभी नंगे लोग एक ही स्थान में थे,0.99815065
बेबी चड्डा स्टेटमैंट दे रहा था जाखड़ साहब को हिन्दू होने की वजह से अपमानित किया जा रहा है ओर मानसिक बीमार आपिये कहते है हम दिल्ली के स्कूल हॉस्पिटल पर लड़ रहे है मोदी भक्त की तरह केजरिलोल भक्तो की एक नई जमात पैदा हुई है,"बी. सी. डी. ने घोषणा की थी कि जकर साहब को हिन्दू होने के कारण अपमानित किया जा रहा है और मानसिक रूप से बीमार लोग कहते हैं, हम दिल्ली के स्कूल अस्पताल में मोदी भक्तों की तरह लड़ रहे हैं, केरल के भक्तों की एक नई पीढ़ी उभरी है।",0.9977547
जिन्हें मोदी से डर लगता है वो ही प्रधानमंत्री और देश के खिलाफ षड्यंत्र करते हैं।,जो மோடி से डरते हैं वे ऐसे हैं जो प्रधानमंत्री और देश के खिलाफ षड्यंत्र कर रहे हैं।,0.9993499
पप्पू ने थामी चन्नी की कन्नी सिद्धू का दिल हुआ छलनीछलनी ठोको ताली,पोप समी चन्नी के कन्नी सिद्धू के हृदय को टप करता है।,0.9980265
मुंह छुपा के ही जियो मुंह लटका के जियो मुंह मे रखकर जियो ये सब न करियो तो फिर पंजाब से भाग कर जियो।,"अगर आप यह सब नहीं करते, तो पंजाब से भागो।",0.99471337
कांग्रेस का हाथ खालिस्तानीयों के साथ,कांग्रेस ने खालिस्तानियों को सौंप दिया।,0.9983653
राहुल ने थामी चन्नी की कन्नी सिद्धू का दिल हुआ छलनीछलनी,तामी चान्नी का कन्नी सिद्धू का दिलदार चेहरा,0.9982269
केजरीवाल के झूठे वादों में मत आना वोट भाजपा को ही देना।,भाजपा के लिए वोट करें और भाजपा के झूठे वादाओं के लिए मत न करें।,0.9981925
पंजाब के मुख्यमंत्री चन्नी कह रहे है पंजाब मे युपी बिहार वालो को घुसने नही दिया जाएगा और प्रियंका वाड्रा इनके समर्थन मे ताली बजा रही।युपी कि जनता इन नकली गांधीयो का अमेठी की तरह इसबार रायबरेली से भी बिदाई कर देगी।,पंजाब के मुख्यमंत्री चेन्नी कहते हैं कि उत्तर प्रदेश बिहार को पंजाब में प्रवेश करने की अनुमति नहीं दी जाएगी और प्रियांका वारद्र उनके समर्थन में चिल्ला रहे हैं।,0.99743754
अगर एग्जिट पोल के नतीजे सच निकलें तो मतलब साफ हैं में नशाखोरी चर्म पर हैं और में वालों ने खुद के साथ घिनौना मजाक कर लिया हैं,"अगर अगस्त के मतदान के परिणाम सच्चे हैं, तो इसका मतलब है कि पैसे धोने वाले जमीन पर हैं और लोग अपने आप को बहुत मज़ा उड़ाते हैं.",0.99825263
बुढ़ापा पेंशन के साथ जो आपने बुजुर्ग लोगो को देने का ऐलान किया था उसका क्या बना तुन्हारा cm तो एलानजीवी निकला सच में,पुराने पेंशन के साथ बूढ़े लोगों के लिए क्या हुआ है कि आप बूढ़े लोगों को देने के लिए घोषणा की थी?,0.99675876
पंजाब वालों यह रहा आपका होने वाला सीएम,"लोगों, यह आपका अगला सीएम था।",0.99738276
भाजपा को भगाओ और देश को बचाओ नहीं तो देश के अंदर बचा कुछा भी बेच कर खा जाएंगे,भाजपा को बुलाएं और देश को बचाएं. अन्यथा वे देश के भीतर जो कुछ बचा है उसे बेचेंगे और खाएंगे.,0.997816
Navjot Sidhu का पाकिस्तान प्रेम देश की आंतरिक सुरक्षा के लिए बेहद चिंताजनक,पाकिस्तान के नवजोत सिद्ध के प्रति प्रेम देश की आंतरिक सुरक्षा के लिए अत्यंत चिंताजनक है।,0.9988643
साइकिल को आतंकवाद से जोड़ दिया मोदी साहब ने लगता हैं तीसरे चरण का झटका जोर से लगा होगा,आतंकवाद से जुड़ा साइकिल Modi Saheb thinks the third stage shock will be strong,0.99807197
दिल्ली में गाली देने वाले वोट के लिए पंजाब में गले लगा रहे हैं।,दिल्ली में मतदाता पंजाब में मतदान के लिए चिल्ला रहे हैं।,0.9989442
मैं कभी CM रेस में नहीं था देश के सबसे बड़े सेक्युलर लीडर हैं पंजाब का CM एक सिख चेहरा ही होगा श्री जी ।। मेरा जूता निकालो रे किधर गया केजू सरपंच,"मैं कभी सी. एम. रेसी में नहीं था, देश का सबसे बड़ा धर्मनिरपेक्ष नेता, पंजाब का सी. एम. सिख का चेहरा होगा, श्री जी.",0.9983784
और तो और अपने बूथ पर जाकर EVM में कमल निशान को देख कर भड़क गया और कमल पर अंगूठा दे मारा।,फिर वह अपने स्नान में गया और ईवीएम में कमल की चिह्न को देखा और कमल पर अपनी अंगुली जला दी।,0.99877316
भगवंत मान जी हिन्दू नहीँ है क्या अगर जी हिन्दू नहीँ सरदार है तो आम आदमी पार्टी ने किसी हिन्दू को अपना उम्मीदवार क्यो नहीँ बनाया,भगतमान हिन्दू नहीं है। यदि वह हिन्दू नहीं है तो जनता पार्टी ने हिन्दू का नामांकन क्यों नहीं किया?,0.9975789
Shameful जो अपनी माँ का ना हुआ वो देश का और पंजाब का कैसे होगा,"उसकी माँ को क्या हुआ, देश और पंजाब को क्या हुआ, यह शर्मनाक है।",0.9975838
सिद्धू जी को सिद्धू के अलावा कोई स्वीकार नहीं। ऐसा सिद्धू जी को स्वयं सिद्धू जी ने कहा है,सिद्द के अतिरिक्त सिद्द को स्वीकार नहीं किया जाता। ऐसा सिद्द स्वयं सिद्द कहता है।,0.9976331
कांग्रेस को बूथ पर ज्यादा मेहनत करनी चाहिए क्योंकि अगर बहुमत से सीट भी कम पड़ गई तो भाजपा अकाली AAP अमरिंदर सब मिल बैठेंगे,कांग्रेस को बुथ पर ज्यादा मेहनत करनी चाहिए क्योंकि यदि बहुमत को कम सीटें मिल जायें तो भाजपा के अकाली एएपी अमरीकी सब बैठ जाएंगे.,0.9994299
विपक्ष दिनरात सरकार के विरुद्ध झूठ का प्रोपेगैंडा चलाता रहता है लेकिन जब राष्ट्रवादी बुद्धिजीवी वर्ग विपक्ष के कुकर्मों का सत्य उजागर करने लगता है तो विपक्ष को मिर्ची लग जाती है ।,"विपक्ष सरकार के खिलाफ दिन-रात झूठ फैलाता रहता है, लेकिन जब राष्ट्रवादी बुद्धिजीवियों ने विपक्ष की गलतियों की सच्चाई का खुलासा करना शुरू कर दिया, तब विपक्ष ठंडा हो जाता है।",0.9988272
यूपीबिहार के भइये फटकने नहीं देना CM चन्नी पंजाब में बो रहे थे जहर प्रियंका गाँधी हँसते हुए बजा रहीं थी ताली,चन्नी पंजाब में शराब पी रहे थे जबकि प्रियंका गांधी हंसते हुए कुञ्जी बजा रहे थे।,0.9985984
में में बनना था क्रांतिकारी बन गए विनाशकारी,क्रांतिकारी बनना विनाशकारी बनना,0.99771535
उसको तो कतई CM का टिकट नहीं देंगे जिसने उन्हें पप्पू की ख्याति दिलवाई और अगर फिर भी दे दिया तो कसम से तुम पप्पू कहलाने के ही लायक हो,"तो कभी भी सी. एम. की टिकट उस व्यक्ति को मत दो जिसने उन्हें पोपु का प्रसिद्धि दिया था, और अगर वह ऐसा करता है, तो हर तरह से आपको पोपु का नाम दिया जाना चाहिए।",0.99850124
मार्च भाजपा साफ,स्वच्छ मार्च,0.9854033
भगवंत मान को वोट देना मतलब फ्लाप फिल्म पर पैसे खराब करना इस मंहगाई के दौर में ऐसा कोई भी समझदार पंजाबी नहीं करेगा बलॉकबस्टर चन्नी वेखो,"भगत मैन पर मत देने का अर्थ होता है, किसी विफल फिल्म पर पैसे बरबाद करना। इस अशांति के समय कोई विवेकशील पंजाबी ऐसा नहीं करेगा।",0.99869114
पंजा का इतना दहशत है कि पंजाब भी न बोला जा रहा मोदीजी से,पंजाब इतना भयभीत है कि वह Modiji से बात भी नहीं कर रहा है।,0.9972555
Congress और BJP ने हमेशा से जनता को धोखा दिया है। पहले Chandigarh MC election में दिखा अब Punjab में दिखने लगा है।,और भाजपा ने हमेशा लोगों को धोखा दिया है. यह चंडीगढ़ एमसी चुनावों में दिखाया करता था और अब यह पंजाब में दिखाना शुरू कर रहा है.,0.99842113
भाजपा हारेगी तो नफरत हारेगी और नफरत हारेगी तो देश जीतेगा। भाजपा को हराना है नफरत को मिटाना है देश बचाना है।,"अगर भाजपा हारती है तो घृणा हारती है और अगर घृणा हारती है तो देश जीतता है. भाजपा को हारना है, घृणा को समाप्त करना है, देश को बचाना है.",0.99868256
तो आंदोलनकारी है कुमार विश्वास को राज्यसभा सीट नहीं मिली इसलिए ये सब रोड़ा कर रहे हैं,"लेकिन कुमार विश्व को राज्य सभा में कोई स्थान नहीं मिला, इसलिए वे सब को रोक रहे हैं।",0.9980755
सिद्धु क्रिकेटर था चौके छक्के मारता था ने उसको फ़ुटबॉल बना डाला ठोको ताली,सिद्धार्थ एक क्रिकेटर थे जिन्होंने एक वर्गीकृत गेंद फेंकी थी. उन्होंने उन्हें एक फुटबाल पिचकर बनाया था.,0.9966191
अरविंद की है खूबी जिसने जनता की जेब है खूब लूटी। कुछ कहना चाहेंगे जी,अरविंद वह है जिसने लोगों के जेबों को लूटा है।,0.99812394
आज वोट से करो कमाल खालिस्तानीजिन्नाआतंकवादी समर्थन वालों का मुँह कर दो लाल।,आज कामल खलीस्तीन जिन्ना पर मत दें आतंकवादियों के समर्थकों के सामने अपना चेहरा झुकाएं।,0.99881566
शिवराज सरकार में मंत्री गोविंद राजपूत की फिसली जुबान सभी राज्यों में कांग्रेस का बहुमत होगा और कांग्रेस की सरकार बनेगी पैग ज्यादा हो गए,शिवराज मंत्री गोविंद राजपूत का फासिस्ट भाष सभी राज्यों में कांग्रेस का बहुमत होगा और कांग्रेस सरकार बड़ी हो जाएगी।,0.9991249
शराब पीकर भारत के सबसे बड़े मंदिर जाने वाले को मुख्यमंत्री बनाकर पंजाब को नशा मुक्त करेगी,भारत के सबसे बड़े मंदिर में शराब पीकर जाने से पंजाब को मुख्य मंत्री के रूप में विष मुक्त कर दिया जाएगा।,0.99847007
नेताओ पर ज्यादा विश्वास मत करना जो लोग से पहले अजमेर जाते थे आजकल वो अयोध्या मथुरा और काशी विश्वनाथ जाने लगे है।,आज अज़मेर जाने वाले नेताओं पर भरोसा न करें कि वे अयोध्या मथुरा और काशी विश्वनाथ जा रहे हैं।,0.99909824
कुछ लोग पंजाब में को नशा मुक्त करने की बात करते हैं ये लोग खुद गली मोहल्ले में शराब के ठेके खुलवाने के एक्सपर्ट हैं।,"पंजाब में कुछ लोगों को रिहा करने के बारे में लोग कहते हैं, वे सड़कों में शराब की दुकानें खोलने में विशेषज्ञ हैं।",0.9984586
Sala kitna bhda harmkhor hai je sala modi ka kuta,आपके खाते में पहुँचने के लिए आपको एक पासवर्ड प्रविष्ट करना होगा.,0.9876568
भगवंत मान हजार वोटों से चुनाव हारेगा,भगत मैन चुनाव को हजार मतों से हारेगा।,0.99861825
सिद्धू मांबापबहन के नहीं हुए तो जनता के क्या होंगे NRI बड़ी बहन सुमन तूर ने ऐसे सवालों के मांगे जवाब,आरआई एन के बड़े बहन सुमन तुर ने ऐसे प्रश्नों के उत्तर मांगे।,0.9987625
इस बार नवजोत सिंह सिद्धू का खेल कांग्रेस के ही लोग बिगड़ने में लगे हैं। पंजाब की सबसे हॉट सीट बनी अमृतसर ईस्ट पर सभी की निगाहें हैं। सिद्धू को अकाली दल के बिक्रम सिंह मजीठिया बड़ी टक्कर दे रहे हैं। चर्चा यह है कि गुरु इस बार पीछे चल रहे हैं।,एक बार फिर नवाट सिंह सिद्धू का खेल कांग्रेस के सदस्यों के लिए भी खराब हो रहा है. पंजाब के सबसे गर्म स्थान अमृतसर पूर्व सभी के ऑंखों में है. सिद्धू को अकाली टीम के बिक्रम सिंह मजीथिया द्वारा कठोर प्रहार किया जा रहा है. चर्चा यह है कि गुरु इस बार पीछे हट रहा है.,0.9991744
Pappu गैंग का ये भी प्रोपेगैंडा काम नहीं आया कितना भी झूठ फैला लो आखिर में सच्चाई की जीत होती है,पापु गंगा का प्रचार भी सफल नहीं हुआ और अंत में सत्य जीत जाता है।,0.9984549
कांग्रेस पार्टी ने अली बाबा Capt Amrinder तो निकाल दिया बाकी चोर तो वहीं है,कांग्रेस ने अली बाबा कैप्ट अर्मिन्डर को हटा दिया और बाकी चोर वहां थे।,0.9988922
हास्य कवि हैं seriously मत लो की जनता एक बात याद रखो हास्य कलाकार हैं और शराबी भी नषामुक्ति की बात seriously मत ले लेना,हास्य को गंभीरता से न लिया जाना चाहिए। लोगों को याद रखना चाहिए कि हास्य एक कलाकार है और शराबी को हास्य को गंभीरता से नहीं लिया जाना चाहिए।,0.99734545
चन्नी ही चेहरा है ठोको ताली,नानी दुष्टों का चेहरा है।,0.99762577
After सब मिले हुए हैं जी now came up with new slogan सब मुझे गाली देते हैं जी आखिरकार गालियाँ सुनने का मिल ही गया । बाकी सब करें गालियों का विकास ।,"सब मेरे पीछे हैं, जो अब एक नई घोषणा के साथ आया, जो अंत में गीत सुनने के लिए था. बाकी सब, हम गीत विकसित करते हैं.",0.9976343
इंदिरा ठोक दी मोदी क्या चीज़ है धमकी को सच करने की थी योजना,इंदिरा दी मोदी इस धमकी को सच करने की योजना क्या थी?,0.99873286
एक चुनावी रैली ही तो कैंसिल हुई है दिल पर मत लो साहब आप भी इधर हो किसान भी इधर हैं अफसौस है तो शहीद किसानों का जो आज यहाँ नहीं हैं दो और किसानों से दिल से माफी मांगो है,"चुनाव समारोह रद्द कर दिया गया है. चिंता मत करो, सर. आप यहाँ हैं और किसान यहाँ हैं. यदि कोई खलबली है, कृपया शहीद किसानों को क्षमा करें जो आज यहाँ नहीं हैं.",0.99773073
कल तक कहता था इस बार लॉलीपॉप से सरकार नहीं बनेगी सरकार की कमाई हज़ार करोड़ की कमिटेड खर्चे हज़ार करोड़ के बाकी बचा बाबा जी का ठुल्लू तो जो अब एक लाख सलाना लॉलीपॉप की घोषणा की है वह कहां से आएंगे,"कल तक उन्होंने कहा था, इस बार सरकार लोलिपोपों द्वारा नहीं बनाई जाएगी। सरकार की आय हजारों करोड़ है। वचनबद्ध व्यय हजारों करोड़ है। बाबाजी का बाकी पैसा हजारों करोड़ है। तो लालिपोपों द्वारा घोषित एक लाख वेतन कहाँ से आयेगा?",0.9988436
बाबा का बुलडोज़र इस बार के चुनाव का सबसे बड़ा मुद्दा है राकेश त्रिपाठी BJP,इस चुनाव में बल्दोजर सबसे बड़ा मुद्दा है. राकेश त्रिपति भाजपा,0.99875253
ड्रग्स केस में घिरे मजीठिया पर हरसिमरत का बड़ा बयानबोलीं भाई ने सुई जितना नशा बेचा या तस्करी की हो तो उसका कुछ न बचे,"ड्रग्स के मामले में, mob के उत्पीड़न के बारे में एक बड़ा बयान किया गया था.",0.9950595
बताओ सिद्धू भी बोल रहा है बदलाव के लिए वोट करे।,दादु भी परिवर्तन के लिए मतदान करने के बारे में बात कर रहा है।,0.9978132
पंजाबी अगर आप बार बार मूर्ख बनना चाहते हैं और जीवन भर लुटना चाहते हैं तो ठकोसले बाज पार्टी को वोट करें। अगर अच्छा भविष्य चाहते हैं तो आप पार्टी को पर वोट करें। सोचे समझे और वोट करें।,"पंजाबी, यदि आप बार-बार मूर्ख बनना चाहते हैं और अपने जीवन को बिगाड़ना चाहते हैं, cool boy पार्टी के लिए मत दें. यदि आप एक अच्छा भविष्य चाहते हैं, पार्टी के लिए मत दें. सोचें और मत दें.",0.99889034
जी ने २०० मीटर के radius में दारू के ठेके खुलवा दिए है पंजाब को दिल्ली नहीं मगर दिल्ली को पंजाब बनाने की पूरी कोशिश कर रहे है आप आप कुछ कीजिए भैया,जी ने दरू के संविदाओं को 200 मीटर की अर्धव्यास में खोल दिया है. पंजाब दिल्ली नहीं है लेकिन दिल्ली पंजाब बनाने की कोशिश कर रहा है. तुम कुछ कर दो भाई.,0.999319
तुम कितने हमले करवाओगे हर घर से मोदी निकलेगा ।,आप Modi को हर घर से कितने आक्रमण करने के लिए मजबूर करेंगे।,0.99788845
केजरीवाल हां या ना में जवाब देंगे क्या केजरीवाल खालिस्तान के साथ हैं केजरीवाल प्रधानमंत्री बनना चाहते हैं देखिए शाम बजे सिर्फ इंडिया टीवी पर,"या हाँ, वह जवाब देगा कि क्या वह खलीस्तीन के साथ है, खलीस्तीन प्रधानमंत्री बनने के लिए चाहता है, शाम को सिर्फ भारत टीवी पर देखें।",0.9983792
क्या अरविंद केजरीवाल स्वीट आतंकवादी हैं क्या कुमार विश्वास ने केजरीवाल पर कॉमडी की पंजाब में केजरीवाल को नफा होगा या नुकसान देखिए शाम बजे सिर्फ इंडिया टीवी पर,क्या अरविंद केjriwal एक आत्मघाती आतंकवादी है या क्या कुमार विश्वर ने पंजाब में केjriwal का लाभ उठाया है या केवल भारत टीवी पर शाम में केjriwal को क्षति पहुँचाई है,0.99798554
अमित शाह ने कहा कि कांग्रेस मुस्लिम यूनिवर्सिटी के बहाने उत्तराखंड के पहाड़ों में रोहिंग्या मुसलमानों को घुसाने की साजिश कर रही है,शाह अमिताभ ने कहा कि कांग्रेस मुस्लिम विश्वविद्यालय के बहाने उत्तराखण्ड के पर्वतों में Rohingya मुसलमानों का प्रवेश देख रही है।,0.9989145
जनवरी प्रधानमंत्री ने पहनी उत्तराखंड की टोपी अब उत्तराखंड के निवासियों को सचेत रहने की जरूरत है।,जनवरी में प्रधानमंत्री द्वारा पहने गए उत्तराखण्ड के टोपी को उत्तराखण्ड के निवासियों के प्रति सचेत होना चाहिए।,0.9988419
हिंदुत्व दो बार पाकिस्तान को घर में घुस कर पेल चूका है अभी XI जिन पिग की बारी है,हिन्दुओं ने पाकिस्तान पर दो बार आक्रमण किया है और गेंद को छोड़ दिया है. यह अब 11th जिंग का बारी है.,0.99826187
उत्तराखंड के दिल्ली में बैठे कुछ लोगों ने विचारधारा का ऐसे अफ़ीम चटा हुआ है कि जिस विचार धारा को वो support कर रहे होते हैं अपने फायदे के लिए वो सबसे सही हो जाती है। आज कल वो UKD की विचारधारा के तले बने हुए हैं।,दिल्ली में उत्तराखण्ड के कुछ लोग ऐसे विचारों से परिपूर्ण हो गए हैं कि जिन विचारों को वे समर्थन दे रहे हैं वे अपने हित के लिए सर्वोत्तम हैं। वे आज और कल यू. के. डी. विचारधारा के आधार हैं।,0.9985812
मार्च BJP साफ,भाजपा मार्च,0.9868195
बिल्ली की सोच वाली राजनीति करते हैं हरीश रावत एकला चलो का सिद्धांत आ रहा आड़े सुबोध उनियाल,cat-minded राजनीति हारिस राउट द्वारा की जाती है. एक अभियान का सिद्धांत आने जा रहा है.,0.9975927
आम आदमी पार्टी आपके राज्य को आम बना देगा सावधान रहे सतर्क रहे,पार्टी आदमी आपके राज्य को सामान्य बना देगा. सावधान रहें.,0.99833107
सिर्फ अपने आप को फेमस करना चाहता है और कुछ नहीं उसको पता है हार निश्चित है लेकिन नाम हो जाएगा थोड़ा मीडिया में और लोग जानने लगेंगे जैसे केजरीवाल ने किया था मोदी जी के खिलाफ वाराणसी में।,वह सिर्फ अपने आप को ठीक करना चाहता है और उसे पता नहीं है कि हानि निश्चित है लेकिन मीडिया में नाम थोड़ा बन जाएगा और लोग जानते हैं कि केवलरियान ने वाराणसी में மோடிजी के खिलाफ किया था.,0.999374
जी आप लोगों को कितना सम्मान देदो रहोगे आप china के गुणगान करने वालों के supporter। ये तो हमें पहले से पता था अपने सच्चाई खुद बता के अच्छा किया। Left बर्बाद कर देगा पूरे हिंदुस्तान को और आप उसमें भागीदार हो।,"तुम लोगों को कितना सम्मान दोगे, तुम चीन के गायकों के समर्थक हो। यह हम जानते थे कि सच कहने से बेहतर है। बायाँ पूरे भारत को नष्ट कर देगी और तुम उसका हिस्सा बन जाओगे।",0.9988961
वासियों तेली ने किस किस को प्रभार दिया की हिन्दुत्व पार्टी का कितने ठाकुर हैं में कितने पंडित तेली कितने,"दिल्ली के लोगों ने आरोप लगाया है कि इनमें से कौन हिन्दूtva पार्टी के कई टैगोर हैं, उनमें से कौन पाण्डित हैं, उनमें से कौन तेली हैं।",0.99752647
जब लाल पोटली ने में जहर बीज दिया आजम के साथ पश्चिमी यूपी के मुज़फ्फरनगर की मिट्टी मेंउसके फसल मोदी पधानमंत्री बने मेंतो अमृत काल में भी बजट जहर ही होगाअब आश्चर्य क्यों अखिलेश यादव को raga noida maange pankaj singh,जब लाल पोट्टी ने पश्चिमी यू. पी. में मुजफ्फरनगर की मिट्टी में आज़म को जहरीला बीज दिया तो उनकी फसल में मुदी अमृतसर में प्रधानमंत्री बने और समय पर भी बजट जहरीला आता है अब आश्चर्य है कि अकिलेश यादव राग नोइडा मगंग पंज सिंह को क्यों दे रहे हैं।,0.9983489
स्वामी प्रसाद मौर्य ने थामा समाजवादी पार्टी का हाथ सपा में शामिल होते ही बोले बीजेपी ने पिछड़ों की आँखों में धुल झोंक कर हथियाई थी सत्ता,तमा सोशलिस्ट पार्टी में शामिल होने के दौरान प्रसाद स्वामी मौर्य ने कहा कि भाजपा ने सत्ता प्राप्त करने के लिए पिछड़े लोगों की आंखों में धूल फेंकी है।,0.99868524
पॉलिटिक्स के अनुसार भारत में धर्म है हिन्दू वोट बैंक सिक्ख ईसाई मिडिया के अनुसार भारत में धर्म हैं हिन्दू समुदाय विशेष सिक्ख ईसाई,राजनीति के अनुसार भारत में धर्म हिन्दू मत बैंक सिख ईसाई मीडिया के अनुसार भारत में धर्म हिन्दू समुदाय विशेष सिख ईसाई है।,0.9992555
दूसरे चरण में जिन क्षेत्रों के लिए मतदान हो रहा है वहां मुसलमानों की आबादी अधिक है और इन्हें समाजवादी पार्टी सपा का गढ़ माना जाता है,"दूसरे चरण में, जिन क्षेत्रों पर मतदान किया जा रहा है उनमें मुसलमानों की संख्या अधिक है और उन्हें सापा समाजवादी पार्टी का किला माना जाता है।",0.9995061
एक तरफ बर्बाद बस्तियाँ एक तरफ हो तुम। एक तरफ डूबती कश्तियाँ एक तरफ हो तुम। एक तरफ हैं सूखी नदियाँ एक तरफ हो तुम। एक तरफ है प्यासी दुनियाँ एक तरफ हो तुम।,"एक ओर विध्वंसित गांव हैं, दूसरी ओर डूबे हुए जहाज हैं, दूसरी ओर सूखी नदियाँ हैं, दूसरी ओर भूख जगत् है।",0.9973744
जो राम को लाए है हम उनको लाएंगे,हम जो राम ने लाया है उसे लाएँगे।,0.9981026
ज़िंदगी से खिलवाड़ के इस घिनोने धंधे में क्या भाजपा सरकार का संरक्षण नहीं आओ बदलें ये सरकार,क्या आप इस घड़ी के अपमान में भाजपा सरकार के संरक्षण के अधीन नहीं आते? इस सरकार को बदलें.,0.9981589
मैं दावा करता हूं कि भारतीय राष्ट्रीय कांग्रेस भी अब राष्ट्रीय नहीं रह गई है। यह भी अब परिवार की पार्टी हो गई है भाईबहन की पार्टी हो गई है और कोई इसमे नहीं है।,"मैं मानता हूं कि भारतीय राष्ट्रीय कांग्रेस अब राष्ट्रीय नहीं है, यह एक परिवार पार्टी भी है, यह एक भाईचारे पार्टी है और इसमें कोई भी नहीं है।",0.99922657
पहले मैं मजदूरों के अकाउंट में हर महीने १०००० रुपया डालने के लिए मोदी को किसी ने रोका था क्या वह सेंट्रलविस्ता हवाई जहाज और मर्सिडीज़ गाडी पे खर्च करने की क्या जरुरत थी,"सबसे पहले मैंने सोचा कि क्या மோடி को मजदूरों के खाते में 10,000 रुपये प्रति माह जमा करने से रोका गया है, क्या उसे केंद्रीय एक्सप्रेस हवाई जहाजों और मर्सिडेस कारों पर खर्च करने की जरूरत है।",0.9986261
